Time,Node,Node State Changes,Idle Time,Resource Requests
357,Node_0,118,0,0
357,Node_1,71,0,0
357,Node_2,178,0,0
358,Node_0,119,0,0
358,Node_1,71,0,0
358,Node_2,178,0,0
359,Node_0,119,0,0
359,Node_1,71,0,0
359,Node_2,179,0,0
360,Node_0,119,0,0
360,Node_1,71,0,0
360,Node_2,179,0,0
361,Node_0,120,0,0
361,Node_1,72,0,0
361,Node_2,180,0,0
362,Node_0,120,0,0
362,Node_1,72,0,0
362,Node_2,180,0,0
363,Node_0,120,0,0
363,Node_1,72,0,0
363,Node_2,181,0,0
364,Node_0,121,0,0
364,Node_1,72,0,0
364,Node_2,181,0,0
365,Node_0,121,0,0
365,Node_1,72,0,0
365,Node_2,182,0,0
366,Node_0,121,0,0
366,Node_1,73,0,0
366,Node_2,182,0,0
367,Node_0,122,0,0
367,Node_1,73,0,0
367,Node_2,183,0,0
368,Node_0,122,0,0
368,Node_1,73,0,0
368,Node_2,183,0,0
369,Node_0,122,0,0
369,Node_1,73,0,0
369,Node_2,184,0,0
370,Node_0,123,0,0
370,Node_1,73,0,0
370,Node_2,184,0,0
371,Node_0,123,0,0
371,Node_1,74,0,0
371,Node_2,185,0,0
372,Node_0,123,0,0
372,Node_1,74,0,0
372,Node_2,185,0,0
373,Node_0,124,0,0
373,Node_1,74,0,0
373,Node_2,186,0,0
374,Node_0,124,0,0
374,Node_1,74,0,0
374,Node_2,186,0,0
375,Node_0,124,0,0
375,Node_1,74,0,0
375,Node_2,187,0,0
376,Node_0,125,0,0
376,Node_1,75,0,0
376,Node_2,187,0,0
377,Node_0,125,0,0
377,Node_1,75,0,0
377,Node_2,188,0,0
378,Node_0,125,0,0
378,Node_1,75,0,0
378,Node_2,188,0,0
379,Node_0,126,0,0
379,Node_1,75,0,0
379,Node_2,189,0,0
380,Node_0,126,0,0
380,Node_1,75,0,0
380,Node_2,189,0,0
381,Node_0,126,0,0
381,Node_1,76,0,0
381,Node_2,190,0,0
382,Node_0,127,0,0
382,Node_1,76,0,0
382,Node_2,190,0,0
383,Node_0,127,0,0
383,Node_1,76,0,0
383,Node_2,191,0,0
384,Node_0,127,0,0
384,Node_1,76,0,0
384,Node_2,191,0,0
385,Node_0,128,0,0
385,Node_1,76,0,0
385,Node_2,192,0,0
386,Node_0,128,0,0
386,Node_1,77,0,0
386,Node_2,192,0,0
387,Node_0,128,0,0
387,Node_1,77,0,0
387,Node_2,193,0,0
388,Node_0,129,0,0
388,Node_1,77,0,0
388,Node_2,193,0,0
389,Node_0,129,0,0
389,Node_1,77,0,0
389,Node_2,194,0,0
390,Node_0,129,0,0
390,Node_1,77,0,0
390,Node_2,194,0,0
391,Node_0,130,0,0
391,Node_1,78,0,0
391,Node_2,195,0,0
392,Node_0,130,0,0
392,Node_1,78,0,0
392,Node_2,195,0,0
393,Node_0,130,0,0
393,Node_1,78,0,0
393,Node_2,196,0,0
394,Node_0,131,0,0
394,Node_1,78,0,0
394,Node_2,196,0,0
395,Node_0,131,0,0
395,Node_1,78,0,0
395,Node_2,197,0,0
396,Node_0,131,0,0
396,Node_1,79,0,0
396,Node_2,197,0,0
397,Node_0,132,0,0
397,Node_1,79,0,0
397,Node_2,197,0,1
398,Node_0,132,0,0
398,Node_1,79,0,0
398,Node_2,197,0,1
399,Node_0,132,0,0
399,Node_1,79,0,0
399,Node_2,197,1,2
400,Node_0,133,0,0
400,Node_1,79,0,0
400,Node_2,197,1,2
401,Node_0,133,0,0
401,Node_1,80,0,0
401,Node_2,197,2,3
402,Node_0,133,0,0
402,Node_1,80,0,0
402,Node_2,197,2,3
403,Node_0,134,0,0
403,Node_1,80,0,0
403,Node_2,197,3,4
404,Node_0,134,0,0
404,Node_1,80,0,0
404,Node_2,197,3,4
405,Node_0,134,0,0
405,Node_1,80,0,0
405,Node_2,197,4,5
406,Node_0,135,0,0
406,Node_1,81,0,0
406,Node_2,197,4,5
407,Node_0,135,0,0
407,Node_1,81,0,0
407,Node_2,197,5,6
408,Node_0,135,0,0
408,Node_1,81,0,0
408,Node_2,197,5,6
409,Node_0,136,0,0
409,Node_1,81,0,0
409,Node_2,197,6,7
410,Node_0,136,0,0
410,Node_1,81,0,0
410,Node_2,197,6,7
411,Node_0,136,0,0
411,Node_1,82,0,0
411,Node_2,197,7,8
412,Node_0,137,0,0
412,Node_1,82,0,0
412,Node_2,197,7,8
413,Node_0,137,0,0
413,Node_1,82,0,0
413,Node_2,197,8,9
414,Node_0,137,0,0
414,Node_1,82,0,0
414,Node_2,197,8,9
415,Node_0,138,0,0
415,Node_1,82,0,0
415,Node_2,197,9,10
416,Node_0,138,0,0
416,Node_1,83,0,0
416,Node_2,197,9,10
417,Node_0,138,0,0
417,Node_1,83,0,0
417,Node_2,197,10,11
418,Node_0,139,0,0
418,Node_1,83,0,0
418,Node_2,197,10,11
419,Node_0,139,0,0
419,Node_1,83,0,0
419,Node_2,197,11,12
420,Node_0,139,0,0
420,Node_1,83,0,0
420,Node_2,197,11,12
421,Node_0,140,0,0
421,Node_1,84,0,0
421,Node_2,197,12,13
422,Node_0,140,0,0
422,Node_1,84,0,0
422,Node_2,197,12,13
423,Node_0,140,0,0
423,Node_1,84,0,0
423,Node_2,197,13,14
424,Node_0,141,0,0
424,Node_1,84,0,0
424,Node_2,197,13,14
425,Node_0,141,0,0
425,Node_1,84,0,0
425,Node_2,197,14,15
426,Node_0,141,0,0
426,Node_1,85,0,0
426,Node_2,197,14,15
427,Node_0,142,0,0
427,Node_1,85,0,0
427,Node_2,197,15,16
428,Node_0,142,0,0
428,Node_1,85,0,0
428,Node_2,197,15,16
429,Node_0,142,0,0
429,Node_1,85,0,0
429,Node_2,197,16,17
430,Node_0,143,0,0
430,Node_1,85,0,0
430,Node_2,197,16,17
431,Node_0,143,0,0
431,Node_1,86,0,0
431,Node_2,197,17,18
432,Node_0,143,0,0
432,Node_1,86,0,0
432,Node_2,197,17,18
433,Node_0,144,0,0
433,Node_1,86,0,0
433,Node_2,197,18,19
434,Node_0,144,0,0
434,Node_1,86,0,0
434,Node_2,197,18,19
435,Node_0,144,0,0
435,Node_1,86,0,0
435,Node_2,197,19,20
436,Node_0,145,0,0
436,Node_1,87,0,0
436,Node_2,197,19,20
437,Node_0,145,0,0
437,Node_1,87,0,0
437,Node_2,197,20,21
438,Node_0,145,0,0
438,Node_1,87,0,0
438,Node_2,197,20,21
439,Node_0,146,0,0
439,Node_1,87,0,0
439,Node_2,197,21,22
440,Node_0,146,0,0
440,Node_1,87,0,0
440,Node_2,197,21,22
441,Node_0,146,0,0
441,Node_1,88,0,0
441,Node_2,197,22,23
442,Node_0,147,0,0
442,Node_1,88,0,0
442,Node_2,197,22,23
443,Node_0,147,0,0
443,Node_1,88,0,0
443,Node_2,197,23,24
444,Node_0,147,0,0
444,Node_1,88,0,0
444,Node_2,197,23,24
445,Node_0,148,0,0
445,Node_1,88,0,0
445,Node_2,197,24,25
446,Node_0,148,0,0
446,Node_1,89,0,0
446,Node_2,197,24,25
447,Node_0,148,0,0
447,Node_1,89,0,0
447,Node_2,197,25,26
448,Node_0,149,0,0
448,Node_1,89,0,0
448,Node_2,197,25,26
449,Node_0,149,0,0
449,Node_1,89,0,0
449,Node_2,197,26,27
450,Node_0,149,0,0
450,Node_1,89,0,0
450,Node_2,197,26,27
451,Node_0,150,0,0
451,Node_1,90,0,0
451,Node_2,197,27,28
452,Node_0,150,0,0
452,Node_1,90,0,0
452,Node_2,197,27,28
453,Node_0,150,0,0
453,Node_1,90,0,0
453,Node_2,197,28,29
454,Node_0,151,0,0
454,Node_1,90,0,0
454,Node_2,197,28,29
455,Node_0,151,0,0
455,Node_1,90,0,0
455,Node_2,197,29,30
456,Node_0,151,0,0
456,Node_1,91,0,0
456,Node_2,197,29,30
457,Node_0,152,0,0
457,Node_1,91,0,0
457,Node_2,197,30,31
458,Node_0,152,0,0
458,Node_1,91,0,0
458,Node_2,197,30,31
459,Node_0,152,0,0
459,Node_1,91,0,0
459,Node_2,197,31,32
460,Node_0,153,0,0
460,Node_1,91,0,0
460,Node_2,197,31,32
461,Node_0,153,0,0
461,Node_1,92,0,0
461,Node_2,197,32,33
462,Node_0,153,0,0
462,Node_1,92,0,0
462,Node_2,197,32,33
463,Node_0,154,0,0
463,Node_1,92,0,0
463,Node_2,197,33,34
464,Node_0,154,0,0
464,Node_1,92,0,0
464,Node_2,197,33,34
465,Node_0,154,0,0
465,Node_1,92,0,0
465,Node_2,197,34,35
466,Node_0,155,0,1
466,Node_1,93,0,0
466,Node_2,197,34,35
467,Node_0,155,0,1
467,Node_1,93,0,0
467,Node_2,197,35,36
468,Node_0,155,0,1
468,Node_1,93,0,0
468,Node_2,197,35,36
469,Node_0,155,0,1
469,Node_1,93,0,0
469,Node_2,198,36,36
470,Node_0,155,0,1
470,Node_1,93,0,0
470,Node_2,198,36,36
471,Node_0,155,0,1
471,Node_1,94,0,0
471,Node_2,199,0,0
472,Node_0,155,1,2
472,Node_1,94,0,0
472,Node_2,199,0,0
473,Node_0,155,1,2
473,Node_1,94,0,0
473,Node_2,199,0,1
474,Node_0,155,1,2
474,Node_1,94,0,0
474,Node_2,199,0,1
475,Node_0,155,2,3
475,Node_1,94,0,0
475,Node_2,199,1,2
476,Node_0,155,2,3
476,Node_1,95,0,0
476,Node_2,199,1,2
477,Node_0,155,2,3
477,Node_1,95,0,0
477,Node_2,199,2,3
478,Node_0,155,3,4
478,Node_1,95,0,0
478,Node_2,199,2,3
479,Node_0,155,3,4
479,Node_1,95,0,0
479,Node_2,199,3,4
480,Node_0,155,3,4
480,Node_1,95,0,0
480,Node_2,199,3,4
481,Node_0,155,4,5
481,Node_1,96,0,0
481,Node_2,199,4,5
482,Node_0,155,4,5
482,Node_1,96,0,0
482,Node_2,199,4,5
483,Node_0,155,4,5
483,Node_1,96,0,0
483,Node_2,199,5,6
484,Node_0,155,5,6
484,Node_1,96,0,0
484,Node_2,199,5,6
485,Node_0,155,5,6
485,Node_1,96,0,0
485,Node_2,199,6,7
486,Node_0,155,5,6
486,Node_1,97,0,0
486,Node_2,199,6,7
487,Node_0,155,6,7
487,Node_1,97,0,0
487,Node_2,199,7,8
488,Node_0,155,6,7
488,Node_1,97,0,0
488,Node_2,199,7,8
489,Node_0,155,6,7
489,Node_1,97,0,0
489,Node_2,199,8,9
490,Node_0,155,7,8
490,Node_1,97,0,0
490,Node_2,199,8,9
491,Node_0,155,7,8
491,Node_1,98,0,0
491,Node_2,199,9,10
492,Node_0,155,7,8
492,Node_1,98,0,0
492,Node_2,199,9,10
493,Node_0,155,8,9
493,Node_1,98,0,0
493,Node_2,199,10,11
494,Node_0,155,8,9
494,Node_1,98,0,0
494,Node_2,199,10,11
495,Node_0,155,8,9
495,Node_1,98,0,0
495,Node_2,199,11,12
496,Node_0,155,9,10
496,Node_1,99,0,0
496,Node_2,199,11,12
497,Node_0,155,9,10
497,Node_1,99,0,0
497,Node_2,199,12,13
498,Node_0,155,9,10
498,Node_1,99,0,0
498,Node_2,199,12,13
499,Node_0,155,10,11
499,Node_1,99,0,0
499,Node_2,199,13,14
500,Node_0,155,10,11
500,Node_1,99,0,0
500,Node_2,199,13,14
501,Node_0,155,10,11
501,Node_1,100,0,0
501,Node_2,199,14,15
502,Node_0,155,11,12
502,Node_1,100,0,0
502,Node_2,199,14,15
503,Node_0,155,11,12
503,Node_1,100,0,0
503,Node_2,199,15,16
504,Node_0,155,11,12
504,Node_1,100,0,0
504,Node_2,199,15,16
505,Node_0,155,12,13
505,Node_1,100,0,0
505,Node_2,199,16,17
506,Node_0,155,12,13
506,Node_1,101,0,0
506,Node_2,199,16,17
507,Node_0,155,12,13
507,Node_1,101,0,0
507,Node_2,199,17,18
508,Node_0,155,13,14
508,Node_1,101,0,0
508,Node_2,199,17,18
509,Node_0,155,13,14
509,Node_1,101,0,0
509,Node_2,199,18,19
510,Node_0,155,13,14
510,Node_1,101,0,0
510,Node_2,199,18,19
511,Node_0,155,14,15
511,Node_1,102,0,0
511,Node_2,199,19,20
512,Node_0,155,14,15
512,Node_1,102,0,0
512,Node_2,199,19,20
513,Node_0,155,14,15
513,Node_1,102,0,0
513,Node_2,199,20,21
514,Node_0,155,15,16
514,Node_1,102,0,0
514,Node_2,199,20,21
515,Node_0,155,15,16
515,Node_1,102,0,0
515,Node_2,199,21,22
516,Node_0,155,15,16
516,Node_1,103,0,0
516,Node_2,199,21,22
517,Node_0,155,16,17
517,Node_1,103,0,0
517,Node_2,199,22,23
518,Node_0,155,16,17
518,Node_1,103,0,0
518,Node_2,199,22,23
519,Node_0,155,16,17
519,Node_1,103,0,0
519,Node_2,199,23,24
520,Node_0,155,17,18
520,Node_1,103,0,0
520,Node_2,199,23,24
521,Node_0,155,17,18
521,Node_1,104,0,0
521,Node_2,199,24,25
522,Node_0,155,17,18
522,Node_1,104,0,0
522,Node_2,199,24,25
523,Node_0,155,18,19
523,Node_1,104,0,0
523,Node_2,199,25,26
524,Node_0,155,18,19
524,Node_1,104,0,0
524,Node_2,199,25,26
525,Node_0,155,18,19
525,Node_1,104,0,0
525,Node_2,199,26,27
526,Node_0,155,19,20
526,Node_1,105,0,0
526,Node_2,199,26,27
527,Node_0,155,19,20
527,Node_1,105,0,0
527,Node_2,199,27,28
528,Node_0,155,19,20
528,Node_1,105,0,0
528,Node_2,199,27,28
529,Node_0,156,20,20
529,Node_1,105,0,0
529,Node_2,199,28,29
530,Node_0,156,20,20
530,Node_1,105,0,0
530,Node_2,199,28,29
531,Node_0,156,20,20
531,Node_1,106,0,0
531,Node_2,199,29,30
532,Node_0,156,0,1
532,Node_1,106,0,0
532,Node_2,199,29,30
533,Node_0,156,0,1
533,Node_1,106,0,0
533,Node_2,199,30,31
534,Node_0,156,0,1
534,Node_1,106,0,0
534,Node_2,199,30,31
535,Node_0,156,1,2
535,Node_1,106,0,0
535,Node_2,199,31,32
536,Node_0,156,1,2
536,Node_1,107,0,0
536,Node_2,199,31,32
537,Node_0,156,1,2
537,Node_1,107,0,0
537,Node_2,199,32,33
538,Node_0,156,2,3
538,Node_1,107,0,0
538,Node_2,199,32,33
539,Node_0,156,2,3
539,Node_1,107,0,0
539,Node_2,199,33,34
540,Node_0,156,2,3
540,Node_1,107,0,0
540,Node_2,199,33,34
541,Node_0,156,3,4
541,Node_1,108,0,0
541,Node_2,199,34,35
542,Node_0,156,3,4
542,Node_1,108,0,0
542,Node_2,199,34,35
543,Node_0,156,3,4
543,Node_1,108,0,0
543,Node_2,199,35,36
544,Node_0,156,4,5
544,Node_1,108,0,0
544,Node_2,199,35,36
545,Node_0,156,4,5
545,Node_1,108,0,0
545,Node_2,199,36,37
546,Node_0,156,4,5
546,Node_1,109,0,0
546,Node_2,199,36,37
547,Node_0,156,5,6
547,Node_1,109,0,0
547,Node_2,199,37,38
548,Node_0,156,5,6
548,Node_1,109,0,0
548,Node_2,199,37,38
549,Node_0,156,5,6
549,Node_1,109,0,0
549,Node_2,199,38,39
550,Node_0,157,6,6
550,Node_1,109,0,0
550,Node_2,199,38,39
551,Node_0,157,6,6
551,Node_1,110,0,0
551,Node_2,199,39,40
552,Node_0,157,6,6
552,Node_1,110,0,0
552,Node_2,199,39,40
553,Node_0,157,0,1
553,Node_1,110,0,0
553,Node_2,199,40,41
554,Node_0,157,0,1
554,Node_1,110,0,0
554,Node_2,199,40,41
555,Node_0,157,0,1
555,Node_1,110,0,0
555,Node_2,199,41,42
556,Node_0,157,1,2
556,Node_1,111,0,0
556,Node_2,199,41,42
557,Node_0,157,1,2
557,Node_1,111,0,0
557,Node_2,199,42,43
558,Node_0,157,1,2
558,Node_1,111,0,0
558,Node_2,199,42,43
559,Node_0,157,2,3
559,Node_1,111,0,0
559,Node_2,199,43,44
560,Node_0,157,2,3
560,Node_1,111,0,0
560,Node_2,199,43,44
561,Node_0,157,2,3
561,Node_1,112,0,0
561,Node_2,199,44,45
562,Node_0,157,3,4
562,Node_1,112,0,0
562,Node_2,199,44,45
563,Node_0,157,3,4
563,Node_1,112,0,0
563,Node_2,199,45,46
564,Node_0,157,3,4
564,Node_1,112,0,0
564,Node_2,199,45,46
565,Node_0,157,4,5
565,Node_1,112,0,0
565,Node_2,199,46,47
566,Node_0,157,4,5
566,Node_1,113,0,0
566,Node_2,199,46,47
567,Node_0,157,4,5
567,Node_1,113,0,0
567,Node_2,199,47,48
568,Node_0,157,5,6
568,Node_1,113,0,0
568,Node_2,199,47,48
569,Node_0,157,5,6
569,Node_1,113,0,0
569,Node_2,199,48,49
570,Node_0,157,5,6
570,Node_1,113,0,0
570,Node_2,199,48,49
571,Node_0,157,6,7
571,Node_1,114,0,0
571,Node_2,199,49,50
572,Node_0,157,6,7
572,Node_1,114,0,0
572,Node_2,199,49,50
573,Node_0,157,6,7
573,Node_1,114,0,0
573,Node_2,199,50,51
574,Node_0,157,7,8
574,Node_1,114,0,0
574,Node_2,199,50,51
575,Node_0,157,7,8
575,Node_1,114,0,0
575,Node_2,199,51,52
576,Node_0,157,7,8
576,Node_1,115,0,0
576,Node_2,199,51,52
577,Node_0,157,8,9
577,Node_1,115,0,0
577,Node_2,199,52,53
578,Node_0,157,8,9
578,Node_1,115,0,0
578,Node_2,199,52,53
579,Node_0,157,8,9
579,Node_1,115,0,0
579,Node_2,199,53,54
580,Node_0,157,9,10
580,Node_1,115,0,0
580,Node_2,199,53,54
581,Node_0,157,9,10
581,Node_1,116,0,0
581,Node_2,199,54,55
582,Node_0,157,9,10
582,Node_1,116,0,0
582,Node_2,199,54,55
583,Node_0,157,10,11
583,Node_1,116,0,0
583,Node_2,199,55,56
584,Node_0,157,10,11
584,Node_1,116,0,0
584,Node_2,199,55,56
585,Node_0,157,10,11
585,Node_1,116,0,0
585,Node_2,199,56,57
586,Node_0,157,11,12
586,Node_1,117,0,0
586,Node_2,199,56,57
587,Node_0,157,11,12
587,Node_1,117,0,0
587,Node_2,199,57,58
588,Node_0,157,11,12
588,Node_1,117,0,0
588,Node_2,199,57,58
589,Node_0,157,12,13
589,Node_1,117,0,0
589,Node_2,199,58,59
590,Node_0,157,12,13
590,Node_1,117,0,0
590,Node_2,199,58,59
591,Node_0,157,12,13
591,Node_1,118,0,0
591,Node_2,199,59,60
592,Node_0,157,13,14
592,Node_1,118,0,0
592,Node_2,199,59,60
593,Node_0,157,13,14
593,Node_1,118,0,0
593,Node_2,199,60,61
594,Node_0,157,13,14
594,Node_1,118,0,0
594,Node_2,199,60,61
595,Node_0,157,14,15
595,Node_1,118,0,0
595,Node_2,199,61,62
596,Node_0,157,14,15
596,Node_1,119,0,0
596,Node_2,199,61,62
597,Node_0,157,14,15
597,Node_1,119,0,0
597,Node_2,199,62,63
598,Node_0,157,15,16
598,Node_1,119,0,0
598,Node_2,199,62,63
599,Node_0,157,15,16
599,Node_1,119,0,0
599,Node_2,199,63,64
600,Node_0,157,15,16
600,Node_1,119,0,0
600,Node_2,199,63,64
601,Node_0,157,16,17
601,Node_1,120,0,0
601,Node_2,199,64,65
602,Node_0,157,16,17
602,Node_1,120,0,0
602,Node_2,199,64,65
603,Node_0,157,16,17
603,Node_1,120,0,0
603,Node_2,199,65,66
604,Node_0,157,17,18
604,Node_1,120,0,0
604,Node_2,199,65,66
605,Node_0,157,17,18
605,Node_1,120,0,0
605,Node_2,199,66,67
606,Node_0,157,17,18
606,Node_1,121,0,0
606,Node_2,199,66,67
607,Node_0,157,18,19
607,Node_1,121,0,0
607,Node_2,199,67,68
608,Node_0,157,18,19
608,Node_1,121,0,0
608,Node_2,199,67,68
609,Node_0,157,18,19
609,Node_1,121,0,0
609,Node_2,199,68,69
610,Node_0,157,19,20
610,Node_1,121,0,0
610,Node_2,199,68,69
611,Node_0,157,19,20
611,Node_1,122,0,0
611,Node_2,199,69,70
612,Node_0,157,19,20
612,Node_1,122,0,0
612,Node_2,199,69,70
613,Node_0,157,20,21
613,Node_1,122,0,0
613,Node_2,199,70,71
614,Node_0,157,20,21
614,Node_1,122,0,0
614,Node_2,199,70,71
615,Node_0,157,20,21
615,Node_1,122,0,0
615,Node_2,199,71,72
616,Node_0,157,21,22
616,Node_1,123,0,0
616,Node_2,199,71,72
617,Node_0,157,21,22
617,Node_1,123,0,0
617,Node_2,199,72,73
618,Node_0,157,21,22
618,Node_1,123,0,0
618,Node_2,199,72,73
619,Node_0,157,22,23
619,Node_1,123,0,0
619,Node_2,199,73,74
620,Node_0,157,22,23
620,Node_1,123,0,0
620,Node_2,199,73,74
621,Node_0,157,22,23
621,Node_1,124,0,0
621,Node_2,199,74,75
622,Node_0,157,23,24
622,Node_1,124,0,0
622,Node_2,199,74,75
623,Node_0,157,23,24
623,Node_1,124,0,0
623,Node_2,199,75,76
624,Node_0,157,23,24
624,Node_1,124,0,0
624,Node_2,199,75,76
625,Node_0,157,24,25
625,Node_1,124,0,0
625,Node_2,199,76,77
626,Node_0,157,24,25
626,Node_1,125,0,0
626,Node_2,199,76,77
627,Node_0,157,24,25
627,Node_1,125,0,0
627,Node_2,199,77,78
628,Node_0,157,25,26
628,Node_1,125,0,0
628,Node_2,199,77,78
629,Node_0,157,25,26
629,Node_1,125,0,0
629,Node_2,199,78,79
630,Node_0,157,25,26
630,Node_1,125,0,0
630,Node_2,199,78,79
631,Node_0,157,26,27
631,Node_1,126,0,0
631,Node_2,199,79,80
632,Node_0,157,26,27
632,Node_1,126,0,0
632,Node_2,199,79,80
633,Node_0,157,26,27
633,Node_1,126,0,0
633,Node_2,199,80,81
634,Node_0,157,27,28
634,Node_1,126,0,0
634,Node_2,199,80,81
635,Node_0,157,27,28
635,Node_1,126,0,0
635,Node_2,199,81,82
636,Node_0,157,27,28
636,Node_1,127,0,0
636,Node_2,199,81,82
637,Node_0,157,28,29
637,Node_1,127,0,0
637,Node_2,199,82,83
638,Node_0,157,28,29
638,Node_1,127,0,0
638,Node_2,199,82,83
639,Node_0,157,28,29
639,Node_1,127,0,0
639,Node_2,199,83,84
640,Node_0,157,29,30
640,Node_1,127,0,0
640,Node_2,199,83,84
641,Node_0,157,29,30
641,Node_1,128,0,0
641,Node_2,199,84,85
642,Node_0,157,29,30
642,Node_1,128,0,0
642,Node_2,199,84,85
643,Node_0,157,30,31
643,Node_1,128,0,0
643,Node_2,199,85,86
644,Node_0,157,30,31
644,Node_1,128,0,0
644,Node_2,199,85,86
645,Node_0,157,30,31
645,Node_1,128,0,0
645,Node_2,199,86,87
646,Node_0,157,31,32
646,Node_1,129,0,0
646,Node_2,199,86,87
647,Node_0,157,31,32
647,Node_1,129,0,0
647,Node_2,199,87,88
648,Node_0,157,31,32
648,Node_1,129,0,0
648,Node_2,199,87,88
649,Node_0,157,32,33
649,Node_1,129,0,0
649,Node_2,199,88,89
650,Node_0,157,32,33
650,Node_1,129,0,0
650,Node_2,199,88,89
651,Node_0,157,32,33
651,Node_1,130,0,0
651,Node_2,199,89,90
652,Node_0,157,33,34
652,Node_1,130,0,0
652,Node_2,199,89,90
653,Node_0,157,33,34
653,Node_1,130,0,0
653,Node_2,199,90,91
654,Node_0,157,33,34
654,Node_1,130,0,0
654,Node_2,199,90,91
655,Node_0,157,34,35
655,Node_1,130,0,0
655,Node_2,199,91,92
656,Node_0,157,34,35
656,Node_1,131,0,0
656,Node_2,199,91,92
657,Node_0,157,34,35
657,Node_1,131,0,0
657,Node_2,199,92,93
658,Node_0,157,35,36
658,Node_1,131,0,0
658,Node_2,199,92,93
659,Node_0,157,35,36
659,Node_1,131,0,0
659,Node_2,199,93,94
660,Node_0,157,35,36
660,Node_1,131,0,0
660,Node_2,199,93,94
661,Node_0,157,36,37
661,Node_1,132,0,0
661,Node_2,199,94,95
662,Node_0,157,36,37
662,Node_1,132,0,0
662,Node_2,199,94,95
663,Node_0,157,36,37
663,Node_1,132,0,0
663,Node_2,199,95,96
664,Node_0,157,37,38
664,Node_1,132,0,0
664,Node_2,199,95,96
665,Node_0,157,37,38
665,Node_1,132,0,0
665,Node_2,199,96,97
666,Node_0,157,37,38
666,Node_1,133,0,0
666,Node_2,199,96,97
667,Node_0,157,38,39
667,Node_1,133,0,0
667,Node_2,199,97,98
668,Node_0,157,38,39
668,Node_1,133,0,0
668,Node_2,199,97,98
669,Node_0,157,38,39
669,Node_1,133,0,0
669,Node_2,199,98,99
670,Node_0,157,39,40
670,Node_1,133,0,0
670,Node_2,199,98,99
671,Node_0,157,39,40
671,Node_1,134,0,0
671,Node_2,199,99,100
672,Node_0,157,39,40
672,Node_1,134,0,0
672,Node_2,199,99,100
673,Node_0,157,40,41
673,Node_1,134,0,0
673,Node_2,199,100,101
674,Node_0,157,40,41
674,Node_1,134,0,0
674,Node_2,199,100,101
675,Node_0,157,40,41
675,Node_1,134,0,0
675,Node_2,199,101,102
676,Node_0,157,41,42
676,Node_1,135,0,0
676,Node_2,199,101,102
677,Node_0,157,41,42
677,Node_1,135,0,0
677,Node_2,199,102,103
678,Node_0,157,41,42
678,Node_1,135,0,0
678,Node_2,199,102,103
679,Node_0,157,42,43
679,Node_1,135,0,0
679,Node_2,199,103,104
680,Node_0,157,42,43
680,Node_1,135,0,0
680,Node_2,199,103,104
681,Node_0,157,42,43
681,Node_1,136,0,0
681,Node_2,199,104,105
682,Node_0,157,43,44
682,Node_1,136,0,0
682,Node_2,199,104,105
683,Node_0,157,43,44
683,Node_1,136,0,0
683,Node_2,199,105,106
684,Node_0,157,43,44
684,Node_1,136,0,0
684,Node_2,199,105,106
685,Node_0,157,44,45
685,Node_1,136,0,0
685,Node_2,199,106,107
686,Node_0,157,44,45
686,Node_1,137,0,0
686,Node_2,199,106,107
687,Node_0,157,44,45
687,Node_1,137,0,0
687,Node_2,199,107,108
688,Node_0,157,45,46
688,Node_1,137,0,0
688,Node_2,199,107,108
689,Node_0,157,45,46
689,Node_1,137,0,0
689,Node_2,199,108,109
690,Node_0,157,45,46
690,Node_1,137,0,0
690,Node_2,199,108,109
691,Node_0,157,46,47
691,Node_1,138,0,0
691,Node_2,199,109,110
692,Node_0,157,46,47
692,Node_1,138,0,0
692,Node_2,199,109,110
693,Node_0,157,46,47
693,Node_1,138,0,0
693,Node_2,199,110,111
694,Node_0,157,47,48
694,Node_1,138,0,0
694,Node_2,199,110,111
695,Node_0,157,47,48
695,Node_1,138,0,0
695,Node_2,199,111,112
696,Node_0,157,47,48
696,Node_1,139,0,0
696,Node_2,199,111,112
697,Node_0,157,48,49
697,Node_1,139,0,0
697,Node_2,199,112,113
698,Node_0,157,48,49
698,Node_1,139,0,0
698,Node_2,199,112,113
699,Node_0,157,48,49
699,Node_1,139,0,0
699,Node_2,199,113,114
700,Node_0,157,49,50
700,Node_1,139,0,0
700,Node_2,199,113,114
701,Node_0,157,49,50
701,Node_1,140,0,0
701,Node_2,199,114,115
702,Node_0,157,49,50
702,Node_1,140,0,0
702,Node_2,199,114,115
703,Node_0,157,50,51
703,Node_1,140,0,0
703,Node_2,199,115,116
704,Node_0,157,50,51
704,Node_1,140,0,0
704,Node_2,199,115,116
705,Node_0,157,50,51
705,Node_1,140,0,0
705,Node_2,199,116,117
706,Node_0,157,51,52
706,Node_1,140,0,1
706,Node_2,199,116,117
707,Node_0,157,51,52
707,Node_1,140,0,1
707,Node_2,199,117,118
708,Node_0,157,51,52
708,Node_1,140,0,1
708,Node_2,199,117,118
709,Node_0,157,52,53
709,Node_1,140,0,1
709,Node_2,199,118,119
710,Node_0,157,52,53
710,Node_1,140,0,1
710,Node_2,199,118,119
711,Node_0,157,52,53
711,Node_1,140,1,2
711,Node_2,199,119,120
712,Node_0,157,53,54
712,Node_1,140,1,2
712,Node_2,199,119,120
713,Node_0,157,53,54
713,Node_1,140,1,2
713,Node_2,199,120,121
714,Node_0,157,53,54
714,Node_1,140,1,2
714,Node_2,199,120,121
